,date,The Rolling Stones,Alphabet
237,2019-07-21,22,47
238,2019-07-28,10,55
239,2019-08-04,26,33
240,2019-08-11,20,44
241,2019-08-18,20,45
242,2019-08-25,16,67
243,2019-09-01,12,80
244,2019-09-08,13,86
245,2019-09-15,13,85
246,2019-09-22,12,62
247,2019-09-29,14,72
248,2019-10-06,20,60
249,2019-10-13,6,69
250,2019-10-20,0,57
251,2019-10-27,15,86
252,2019-11-03,21,76
253,2019-11-10,22,70
254,2019-11-17,13,58
255,2019-11-24,15,47
256,2019-12-01,11,61
257,2019-12-08,15,72
258,2019-12-15,19,54
259,2019-12-22,22,36
260,2019-12-29,17,49
